value,filename
"AT parade recently, the commanding of",20038_2.txt
"read from Gen. Ruger, commanding the",20038_2.txt
"the Pacific,",20038_2.txt
grief of President Harrison at the act of the,20038_2.txt
"soldiers in lynching Hunt, and declaring",20038_2.txt
"the necessity of better conduct in the future,",20038_2.txt
and full explanation of the crime. Private,20038_2.txt
"Miller, who was shot by Hunt,.",20038_2.txt
ARTICLES of incorporation have just died been,20038_2.txt
Murdered His Divorced Wife.,20039_0.txt
"MORRIS, Ills., Oct. 7.- Near Waupon",20039_0.txt
"sea station, ten miles from here, Mon",20039_0.txt
"day, W. L. Barrett, a Chicago bookkeeper",20039_0.txt
", shot and killed his wife, who",20039_0.txt
"had separated from him, and then set",20039_0.txt
fire to the residence and attempted to,20039_0.txt
drown himself in a small stream. Failing,20039_0.txt
in this he sent a bullet through his,20039_0.txt
"body, but the wound is not fatal and",20039_0.txt
murderer may yet be lynched. The,20039_0.txt
"fire the was extinguished by the neighbors,",20039_0.txt
"Sugar Exchange, and the Stock",20040_0.txt
Exchange.,20040_0.txt
CAUSE OF THE TRAGEDY.,20040_0.txt
"NEW ORLEANS, March 14.- The following is",20040_0.txt
given as a clear statement of the actuating cause,20040_0.txt
"which led to the tragedy enacted this morning,",20040_0.txt
ascertained from interviews with a number of,20040_0.txt
"prominent citizens, some of them active participants",20040_0.txt
in the stirring events of to- day:,20040_0.txt
"On October 15, 1890, about 11 o'clock at night,",20040_0.txt
"D. C. Hennessy, Chief of Police of the city of",20040_0.txt
"New Orleans, going from his office to his home,",20040_0.txt
was waylaid and shot to pieces by a band of,20040_0.txt
"Italian assassins, armed with such blunderbusses",20040_0.txt
as could only have been made,20040_0.txt
and for,20040_0.txt
used the,20040_0.txt
purpose of,20040_0.txt
assassination,20040_0.txt
. The indignation and excitement,20040_0.txt
were such that mob law and lynching were,20040_0.txt
about to be resorted to. The entire community,20040_0.txt
felt that in the endeavor to reach the guilty,20040_0.txt
"parties, innocent Italians might be sacrificed.",20040_0.txt
To allay excitement and to assist the constituted,20040_0.txt
"authorities, the mayor of the city appointed a",20040_0.txt
committee of fifty representative,20040_0.txt
citizens,20040_0.txt
take charge,20040_0.txt
to of,20040_0.txt
the investigations of,20040_0.txt
and to aid in the trial and conviction of,20040_0.txt
the assassins. This measure arrested,20040_0.txt
violence.,20040_0.txt
The committee entered upon its,20040_0.txt
work and at a mass meeting subsequently held,20040_0.txt
in front of the City Hall the actions of the committee,20040_0.txt
were ratified and they were encouraged,20040_0.txt
to continue their labors to secure the prosecution,20040_0.txt
and trial by the courts. After months of,20040_0.txt
preparations and a trial which continued three,20040_0.txt
"weeks, and in which distinguished counsel assisted",20040_0.txt
"the able district attorney, a jury, charged",20040_0.txt
to have been bribed and corrupted in the face,20040_0.txt
"of testimony establishing their guilt, rendered a",20040_0.txt
"verdict of mistrial as to three assassins, Scof",20040_0.txt
"fedi, Monastrio, and Politz, and acquitted the",20040_0.txt
"three assassins, Macheca, Marchesi, and Bag",20040_0.txt
netto. Three more were on trial and were acquitted,20040_0.txt
"because of insufficient evidence, these",20040_0.txt
"being Matranga, Incordona, and the boy",20040_0.txt
Marchesi. The acquittal,20040_0.txt
"of Macheca, the",20040_0.txt
"chief conspirator, and of Marchesi and Bag",20040_0.txt
"netto and the mistrial as to Politz, Scoffedi,",20040_0.txt
and Monasterio fell like a thunderbolt upon,20040_0.txt
the community and impressed law- abiding,20040_0.txt
citizens with the conviction that the law had,20040_0.txt
"been violated, that the verdict invited assassination",20040_0.txt
