value,filename
MOB LYNCHES NEGRO,87524_0.txt
WHO SUES WHITE MAN,87524_0.txt
"MONROE. La. Aug. 15.- John Stoner, a",87524_0.txt
"negro, sued a white man who killed his",87524_0.txt
"cow, and was lynched because of his dar",87524_0.txt
"The residents of Doss, near here,",87524_0.txt
became angered because of the negro's,87524_0.txt
action. The mob threatened him Thurs,87524_0.txt
night and the hanging followed. The,87524_0.txt
news day of the affair reached here today.,87524_0.txt
A NEGRO LYNCHED.,87525_0.txt
"A negro, Amos Ford, aged 25 years,",87525_0.txt
"was lynched Monday near Athens,",87525_0.txt
"Claiborne parish, for attempting an assault",87525_0.txt
on a young lady last,87525_0.txt
Inight. He was fully identified Saturday.,87525_0.txt
Sheriff Beal with his prisoner left the,87526_0.txt
"train at Brule, ten miles west, and started giving",87526_0.txt
The,87526_0.txt
for this place in an automobile. During cabinet,87526_0.txt
the trip Dale lay in the bottom of the of,87526_0.txt
"car, whi'e the sheriff and several deputies",87526_0.txt
sat with hands on their weapons. At the Colorado,87526_0.txt
"Mrs. John Deas, wife of a farmer at",87527_0.txt
"Camden, fifteen miles from Jackson",87527_0.txt
"ville, Fla, was assaulted by an uniden",87527_0.txt
"tifled negro, who later was",87527_0.txt
by a mob and lynched. captured,87527_0.txt
New Style Lynching.,87529_0.txt
"Mrs. John Deas, wife of a well-",87529_0.txt
"known farmer, residing at Camden,",87529_0.txt
"fifteen miles fram Jacksonville, Fla.,",87529_0.txt
was criminally assaulted Saturday,87529_0.txt
night by unknown,87529_0.txt
an negro,87529_0.txt
",",87529_0.txt
who was later captured by a,87529_0.txt
mob citizens and lynched. His,87529_0.txt
throat of was cut.,87529_0.txt
( By United Press Leased Wire.),87530_0.txt
"SANDY POINT, Tex., Sept. 18",87530_0.txt
- Steve Hayes and Charles De,87530_0.txt
"lancy, negroes, were lynched to",87530_0.txt
"day by white men, making sever",87530_0.txt
fatalities as the result of the,87530_0.txt
four- day men hunt on the part,87530_0.txt
"whites, and which threatens to",87530_0.txt
of result in a race war. The negros,87530_0.txt
So Mississippi Mob Lynched His,87531_0.txt
Brother.,87531_0.txt
"Clarkedale, Miss., Sept. 7.- Unable",87531_0.txt
to get their hands upon Nathan Mc,87531_0.txt
"Daniels, a negro who is alleged to",87531_0.txt
have shot and killed Policeman Wal,87531_0.txt
ter Marshall when the latter attempted,87531_0.txt
to raid a crap game here on Sat,87531_0.txt
"urday night, a mob of hundreds of",87531_0.txt
"citizens caught McDaniels' brother,",87531_0.txt
"Hiram McDaniels, and lynched him",87531_0.txt
from a telegraph pole on the,87531_0.txt
where Marshall fell dead. spot,87531_0.txt
Not Very Hopeful.,87532_0.txt
Governor Gilchrist's intentions are,87532_0.txt
"no doubt good, but we are of the",87532_0.txt
opinion that the usual result will follow,87532_0.txt
the investigation of the lynching,87532_0.txt
in Pensacola- positive proof or,87532_0.txt
conviction.- Jacksonville no Metropolis.,87532_0.txt
Pensacola Lynching.,87532_1.txt
Judge Lynch still holds court in,87532_1.txt
