value,filename
"Andrew Adams, twenty- three, who",91002_1.txt
was shot by Albert Piazzia at Willis-,91002_1.txt
ville in a battle in which Sam Piazzia,91002_1.txt
"was killed and Will Cooper wounded,",91002_1.txt
died in St. Andrew's hospital at Mur-,91002_1.txt
"physboro, Ill. Cooper is in the hos-",91002_1.txt
Albert Piaz-,91002_1.txt
pital and may recover.,91002_1.txt
"zia. the slaver, was lynched by a",91002_1.txt
crowd Willisville. Scores of bullets,91002_1.txt
were fired at into his body.,91002_1.txt
"Cairo, Ill., March 24 .-( Special.)",91003_0.txt
The special grand jury that has been,91003_0.txt
investigating for the last eight days,91003_0.txt
the work of the mob that attacked,91003_0.txt
the county jail on the night of Feb.,91003_0.txt
"17, and tried to take out and lynch",91003_0.txt
"the Negro, John Pratt, the purse",91003_0.txt
"snatcher, found indictments against",91003_0.txt
"twelve persons this afternoon, charg",91003_0.txt
them with forming a mob.,91003_0.txt
ing The Indicted.,91003_0.txt
NEGROES LYNCHED BY MOB.,91004_0.txt
The National Association For The,91005_0.txt
"Advancement of Colored People, composed",91005_0.txt
of the white and Colored citizens,91005_0.txt
"of the United States, do most",91005_0.txt
respectfully call your attention to the,91005_0.txt
alarming increase of lynchings in,91005_0.txt
our country- during three days of,91005_0.txt
last week eleven persons of color,91005_0.txt
( one a woman and one a youth) were,91005_0.txt
"lynched, not one of whom was even",91005_0.txt
suspected of committing or attempting,91005_0.txt
to commit the nameless crime,91005_0.txt
against woman. The lynching of,91005_0.txt
Colored persons- now averaging one,91005_0.txt
for almost every day in the year is,91005_0.txt
committed in the most atrocious and,91005_0.txt
brutal manner. And the mobs engaged,91005_0.txt
in this nefarious business are,91005_0.txt
"composed of many of"" the leading""",91005_0.txt
white men and women( and even,91005_0.txt
children) of their various communities,91005_0.txt
who make sport of murder and,91005_0.txt
laugh at the cries of anguish and,91005_0.txt
"pain of those whom they hang, shoot",91005_0.txt
"to pieces or burn. No age, sex or",91005_0.txt
"position is a bar to lynching; men,",91005_0.txt
"women and children; the laborer,",91005_0.txt
"the teacher, the physician, the man",91005_0.txt
"of means, the pauper and even the",91005_0.txt
Minister of the Gospel fall easy victims,91005_0.txt
to the Negro- hating mobs whenever,91005_0.txt
their savage passions are aroused,91005_0.txt
by any designing man who is willing,91005_0.txt
to lead its blood- thirsty heards,91005_0.txt
in their quest for murder and carnage,91005_0.txt
. Repeataed appeals have been,91005_0.txt
"made to Governors, State Legistat-",91005_0.txt
ures and Sheriffs to prevent lynchings,91005_0.txt
", but to no avail. The spirit of",91005_0.txt
murder and lawlessness has spread,91005_0.txt
such an alarming extent in this,91005_0.txt
to country until human life- if it be,91005_0.txt
as it were in the most horrible,91006_0.txt
form it can come to human beings,91006_0.txt
"lynching. His lawyers, Edward H.",91006_0.txt
"Wright, William G. Anderson, Dr.",91006_0.txt
Cook and others will speak and the,91006_0.txt
public is cordially invited attend,91006_0.txt
the meeting. to,91006_0.txt
Mob law has been under way for,91006_1.txt
more than twenty years. The United,91006_1.txt
States of America has seen on the,91006_1.txt
average a lynching of one of its citizens,91006_1.txt
"every other day in the year, and",91006_1.txt
"it has just witnessed, almost without",91006_1.txt
"emotion, a massacre in Texas that,",91006_1.txt
"had it happened in India or Egypt,",91006_1.txt
would have convulsed the Empire,91006_1.txt
and led to such drastic action on the,91006_1.txt
part of the Imperial authorities as,91006_1.txt
would make the repetition of such,91006_1.txt
impossible.,91006_1.txt
things I frankly admit that Dr. Washing,91006_1.txt
Some were,91006_2.txt
sixty Colored men.,91006_2.txt
"lynched, some were shot down in the",91006_2.txt
"fields while at work, others were",91006_2.txt
dragged from their homes at night,91006_2.txt
"clubbed, shot, or stabbed",91006_2.txt
"and kicked,",91006_2.txt
"to death, and the cause of it all was",91006_2.txt
an ordinary street brawl between a,91006_2.txt
Colored man in,91006_2.txt
"and,",91006_2.txt
