value,filename
Lynch Law and Justice.,8860_0.txt
""" The Rockville Sentinel attempts to justify",8860_0.txt
"the recent lynching in its county, and",8860_0.txt
rehearses the oid arguments of the uncer-,8860_0.txt
"tainties and delays of the law, which form",8860_0.txt
the never- failing pretexts of the regulators,8860_0.txt
and vigilantes whose operations keep communities,8860_0.txt
"in disorder and alarm, and who",8860_0.txt
have themselves to be suppressed with stern,8860_0.txt
severity as the first requisite towards secar-,8860_0.txt
ing peace and good order. Where a negro,8860_0.txt
is the criminal there is no prospect of any,8860_0.txt
miscarriage of justice in a rape case in this,8860_0.txt
"State, and when the Sentinel assures us",8860_0.txt
that the men who vindictively murdered,8860_0.txt
Peck belonged to the most respectable portion,8860_0.txt
"of the community, it only increases the",8860_0.txt
shame which the proceeding has cast on,8860_0.txt
Montgomery County. Mob murder has attained,8860_0.txt
a terrible popularity in Maryland.,8860_0.txt
During the last few years we have had a,8860_0.txt
"in Anne Arundel county, Prince",8860_0.txt
"George's, in Frederick, and now in",8860_0.txt
gomery. The grand jury that has the cour-,8860_0.txt
age to indict some of the men engaged in,8860_0.txt
such affairs will do the community a vast,8860_0.txt
"service,""",8860_0.txt
Mr. Editor: -After reading the above article,8860_0.txt
"from the Baltimore American, I cannot",8860_0.txt
but feel inclined to assure you that no matter,8860_0.txt
how much the other sex may have to say,8860_0.txt
against lynching murderers and ravishers,8860_0.txt
the good women everywhere we hear from,8860_0.txt
applaud and thank you for the consideration,8860_0.txt
you have for their feelings and honor.,8860_0.txt
Only for one moment reflect upon what an,8860_0.txt
outraged woman or girl has to undergo now,8860_0.txt
"days in our courts of justice. What father,",8860_0.txt
"brother, husband or friend can endure the",8860_0.txt
impudent questioning that is permitted by,8860_0.txt
lawyers who would be or would like to be,8860_0.txt
"called gentlemen, insult to injury?",8860_0.txt
I cannot express adding the indignation of pur,8860_0.txt
women upon this subject against the offenders,8860_0.txt
in this particular.,8860_0.txt
"Well may you justify our friends by"" rehearsing",8860_0.txt
the old argument of uncertainties,8860_0.txt
"and delays of the law."" Have they not",8860_0.txt
given ample reason for mistrust. Just think,8860_0.txt
of the poor orphan girl in Baltimore City,8860_0.txt
that fell a victim to the deliberate and wicked,8860_0.txt
"plans of the one- armed, base scoundrel Cur-",8860_0.txt
"tis; and if possible the worse case, that of",8860_0.txt
"Miss Chancy, of Washington City, not mentioning",8860_0.txt
others of women and children.,8860_0.txt
Though there is not much public talk,8860_0.txt
"about yet, there is a deep feeling not to be",8860_0.txt
"trifled with much longer, and good men are",8860_0.txt
heard to say that lawyers may not be useful,8860_0.txt
to the country when the people are forced,8860_0.txt
to take such matters in their own hands and,8860_0.txt
"see e justice justice done done,. ors in their own à industice",8860_0.txt
"must be mentioned, that of an excellent",8860_0.txt
"young colored man, by one of his own race,",8860_0.txt
for a mere supposed affront to a bold young,8860_0.txt
