value,filename
Another Report.,86960_0.txt
"ST. LOUIS, July 24.- A special from",86960_0.txt
"Springfield, Mo., says: Traveling Audi-",86960_0.txt
tor Townsend of the Gulf road arrived in,86960_0.txt
that city at noon from the South and verifies,86960_0.txt
the report of one of the negro county,86960_0.txt
officials having been lynched by a mob of,86960_0.txt
white men. Townsend says it is a difficult,86960_0.txt
matter to get any details of the proceedings,86960_0.txt
at Marion which is under a,86960_0.txt
guard of armed men. A general state of,86960_0.txt
"excitement prevails, that neither couriers",86960_0.txt
or messengers are allowed to go in or out,86960_0.txt
and the telegraph operator is confined to,86960_0.txt
the sending of train orders.,86960_0.txt
Townsend states that the victim was a,86960_0.txt
county official and one of the banished,86960_0.txt
eighteen. The mob seized him while he,86960_0.txt
was endeavoring to effect an entrance to,86960_0.txt
"the court house, dragged him to the",86960_0.txt
"woods at the edge of town, and after a",86960_0.txt
desperate struggle strung him up. It is,86960_0.txt
claimed that Governor Hughes at Little,86960_0.txt
"Rock has been called upon for protection,",86960_0.txt
and if this be true details must be forth,86960_0.txt
coming. It is also claimed that an armed,86960_0.txt
of white men have,86960_0.txt
"not Ridge to Marion to aid the whites,",86960_0.txt
who look for a serious uprising of,86960_0.txt
groes. ne,86960_0.txt
No Truth in It.,86960_1.txt
"ST. LOUIS, July 24.- A very brief",86960_1.txt
special,86960_1.txt
to the Post Dispatch says that one of,86960_1.txt
the negro county officials of Crittenden,86960_1.txt
"county, Ark., was hanged by a mob at",86960_1.txt
Marion last night; that the race war has,86960_1.txt
"broken out afresh, and that a terrible",86960_1.txt
state of affairs prevails.,86960_1.txt
"MEMPHIS, July 24.- The report of the",86960_1.txt
"lynching at Marion, Ark., last night and",86960_1.txt
further race troubles in Crittenden,86960_1.txt
is unfounded. county,86960_1.txt
A Black Jack.,86962_0.txt
"OCOLA, Fla., May 4.- A number of",86962_0.txt
women have been attacked recently by a,86962_0.txt
"tramp negro, who cut them with a knife",86962_0.txt
"after the manner of"" Jack, the Ripper.""",86962_0.txt
It is reported the body of a colored girl,86962_0.txt
"was found in the woods last night, slashed",86962_0.txt
horribly. The negroes are in arms search,86962_0.txt
for the murderer. He will be,86962_0.txt
if found. lynched,86962_0.txt
LET JUSTICE BE DONE.,86963_0.txt
The lynching of the man and womau,86963_0.txt
on the Sweetwater may be deplorable.,86963_0.txt
All resorts to lynch law are deplorable in,86963_0.txt
"a country governed by laws, but when the",86963_0.txt
"law shows itself powerless and inactive,",86963_0.txt
"when justice is lame and halting, when",86963_0.txt
there is failure to convict on down- right,86963_0.txt
"proofs, it is not in the nature of enterprising",86963_0.txt
western men to sit idly by and,86963_0.txt
have their cattle stolen and slaughtered,86963_0.txt
under their very noses.,86963_0.txt
It is easy for an editor sitting in the security,86963_0.txt
of his sanctum in Denver or Salt,86963_0.txt
Lake to work himself into a condition of,86963_0.txt
maudlin sentimentality over this particular,86963_0.txt
lynching but we have noticed that,86963_0.txt
these same editors never submit very,86963_0.txt
gracefully to any imposition practiced up,86963_0.txt
on themselves.,86963_0.txt
THE LEADER believes in upholding the,86963_0.txt
"right, whether it is on the side of the",86963_0.txt
corporation or the individual. While,86963_0.txt
"there is no doubt that the Stock Growers""",86963_0.txt
Association once carried things with a,86963_0.txt
"high hand in Wyoming, as a Rawlins correspondent",86963_0.txt
"suggests, this is no justification",86963_0.txt
for the private individuals now to,86963_0.txt
plunder companies that have never done,86963_0.txt
them any harm.,86963_0.txt
THE LEADER has heretofore shown,86963_0.txt
that the cattle companies contribute enormously,86963_0.txt
to the taxable wealth in all the,86963_0.txt
counties of the territory. They pay taxes,86963_0.txt
to a county government for protection and,86963_0.txt
their property should be held as sacred as,86963_0.txt
the property of any private individual.,86963_0.txt
There is no doubt that on the Sweetwater,86963_0.txt
and elsewhere there are men who make a,86963_0.txt
business of stealing cattle. It is an open,86963_0.txt
secret as to who they are in several localities,86963_0.txt
. Assassination of men who are opposed,86963_0.txt
to these rustling practices has been,86963_0.txt
attempted and very many men have been,86963_0.txt
intimidated through threats that their,86963_0.txt
lives would be taken.,86963_0.txt
Dishonestly whether practised by corporations,86963_0.txt
"or individuals, should not be",86963_0.txt
upheld or even countenanced in any,86963_0.txt
county of Wyoming territory. A calf or,86963_0.txt
yearling stolen from a corporation is no,86963_0.txt
less a crime than though it were stolen,86963_0.txt
from an individual. This fact seems to,86963_0.txt
have been lost sight of by jurors who,86963_0.txt
have failed to convict on evidence as plain,86963_0.txt
as day. Lawlessness of any sort is not,86963_0.txt
creditable to a territory which aspires to,86963_0.txt
admission into the Union as a state and,86963_0.txt
the sooner it is suppressed by the strong,86963_0.txt
arm of the law the better it will be for,86963_0.txt
all concerned.,86963_0.txt
Lynch law is rarely justifiable though,86963_0.txt
we have known cases where it was. The,86963_0.txt
trouble with it is that like justice it is,86963_0.txt
blind and gives sway to the mad passions,86963_0.txt
of men which it is always better to keep,86963_0.txt
within bounds.,86963_0.txt
Every business in the territory should,86963_0.txt
receive proper protection from the constituted,86963_0.txt
"authorities, whether it is cattle",86963_0.txt
business or the grocery business. the,86963_0.txt
"Robert Mosely, colored, was lynched",86964_0.txt
"yesterday near Huntsville, Ala., for",86964_0.txt
tempting to outrage a white girl. at,86964_0.txt
"Prince Saunders, colored, was hanged",86964_1.txt
"at Plaquettine, La .. yesterday for",86964_1.txt
"murder of Rhody Walker, his mistress the.",86964_1.txt
"Edmond Nicholas, a negro 18 years of",86964_2.txt
"age, was hanged at Franklin, La., yester",86964_2.txt
day for the murder of young girl several,86964_2.txt
months ago. a,86964_2.txt
MYSTERIOUS MURDER.,86965_0.txt
The Body of a Jewess Found,86965_0.txt
in a New York Cellar.,86965_0.txt
"A Mob of Would- be Lynchers,",86965_0.txt
"Armed With a Cannon,",86965_0.txt
Repulsed by the Mayor of,86965_0.txt
"Spartansburg, S. C.",86965_0.txt
A Ghastly Find.,86965_0.txt
NEW YORK March 10.- A mysterious,86965_0.txt
"murder was discovered by Blurmah Levi,",86965_0.txt
"a feeble, tottering woman 70 years old, in",86965_0.txt
"the grimy cellar of No. 3 Eldridge street,",86965_0.txt
this afternoon. The murdered,86965_0.txt
one was,86965_0.txt
