value,filename
"Order prevails in the gold regions, and every thief is punished",16937_0.txt
by lynch- law. Five persons were hung last week.,16937_0.txt
No person should come here unless he will be satisfied,16937_0.txt
work at the hardest kind of labor. to,16937_0.txt
From the Rio Grande.,16939_0.txt
"The steamship Portland, Captain Place, arrived",16939_0.txt
"at this port yesterday from Brazos St. Jago, which",16939_0.txt
place she left on the 3d inst.,16939_0.txt
ROBBERS ARRESTED.- We learn by the passengers,16939_0.txt
"on the Portland, that the day they left",16939_0.txt
"Brownsville, information was received there that",16939_0.txt
the Matamoros authorities had arrested two of the,16939_0.txt
ringleaders of the gang who have recently committed,16939_0.txt
so many robberies on the Point Isabel road.,16939_0.txt
The Mexican authorities have acted very well in,16939_0.txt
the matter. As there is no provision in the recent,16939_0.txt
"treaty for the extradition of criminals, it was necessary",16939_0.txt
to devise some means by which the offenders,16939_0.txt
"might, on this occasion, be brought to justice.",16939_0.txt
The robbers were arrested by the Mexican authorities,16939_0.txt
"under the vagrant act, and ordered to leave",16939_0.txt
the country immediately. They were accordingly,16939_0.txt
"escorted to the river, and compelled to cross over",16939_0.txt
to Brownsville. There the sheriff was waiting,16939_0.txt
"to receive them. The citizens of Brownsville were,",16939_0.txt
"at last accounts, consulting as to the propriety of",16939_0.txt
administering Lynch law to the offenders. The,16939_0.txt
two men arrested were formerly attached to the,16939_0.txt
"American army, and are known to be desperate",16939_0.txt
characters and to have committed robberies and,16939_0.txt
murders in different parts of Mexico.,16939_0.txt
"The Portland brought$ 150,000 in specie, consigned",16939_0.txt
"to order, and was hence detained at Brazos",16939_0.txt
one day over her time of sailing. There was difficulty,16939_0.txt
in getting the specice down from Browns-,16939_0.txt
"ville, as there is no boat running on the Rio Grande,",16939_0.txt
"and the land route hazardous, owing to the",16939_0.txt
presence of robbers. was,16939_0.txt
The market has been completely overstocked,16941_0.txt
with goods. Clothing sells for less than in the,16941_0.txt
States.,16941_0.txt
There are fifty or sixty cargoes of goods remaining,16941_0.txt
unsold in Francisco.,16941_0.txt
Houses and lumber are very high and scarce.,16941_0.txt
A house about forty feet long and by twenty,16941_0.txt
"feet wide, worth in the States$ 400, would rety",16941_0.txt
