value,filename
More Crime: Less Graft.,90142_0.txt
Although it is too soon to obtain the,90142_0.txt
"the actual statistics of crime in 1911,",90142_0.txt
the impression in very general that,90142_0.txt
America is still passing through a wave,90142_0.txt
"of violent crimes, thuggery, arson,",90142_0.txt
sault and murder. Mob murder was as-,90142_0.txt
"commonplace in the news, and while",90142_0.txt
the lynching of negroes occurred mainly,90142_0.txt
"in the south, there was no more depraved",90142_0.txt
form of that crime against society,90142_0.txt
than that exemplified in the,90142_0.txt
"burning of Zack Walker, a drunken negro",90142_0.txt
"murderer by a Coatesville, Pa.,",90142_0.txt
mob last August. There the efforts of,90142_0.txt
the state to punish the mob leaders,90142_0.txt
"proved fruitless, owing to the unwillingness",90142_0.txt
of ju ies to conviet.,90142_0.txt
There,90142_0.txt
were manifestly fewer instances,90142_0.txt
"of political graft exposures,",90142_0.txt
this due,90142_0.txt
to the rousing of new civic,90142_0.txt
"ideals. Of course, there were a number",90142_0.txt
"of legislative bribery cases, like",90142_0.txt
"that exposed in Ohio, and of election",90142_0.txt
"frauds, like those uncovered in Balti-",90142_0.txt
.,90142_0.txt
more 0,90142_0.txt
to be taken from the list. And Penn-,90143_0.txt
sylvania rightfully takes her place in,90143_0.txt
"the line of mob and lynch law, says",90143_0.txt
the Pittsburgh Courier.,90143_0.txt
When it is remembered that simultaneously,90143_0.txt
with this action in Chester,90143_0.txt
county a southern grand jury returned,90143_0.txt
indictments against white men for a,90143_0.txt
"southern lynching, the shame and disgrace",90143_0.txt
of Pennsylvania stand out all,90143_0.txt
the more prominently. There is no,90143_0.txt
caping the shame. es,90143_0.txt
"Shreveport, La., May 12, 3:15 p. m.-",90145_0.txt
"Ed. Hamilton, a negro, charged with",90145_0.txt
"assaulting a ten- year- old girl, was",90145_0.txt
taken from the jail here and hanged,90145_0.txt
on nearby telephone pole this afternoon,90145_0.txt
a.,90145_0.txt
do with the massacre at Kishineff. It would,90149_0.txt
be as reasonable to hold President Roose-,90149_0.txt
velt responsible for the lynching of negroes,90149_0.txt
"in the South, of whom many more are",90149_0.txt
lynched in every decade than there were,90149_0.txt
Jews murdered at Kishineff. Let Americans,90149_0.txt
