value,filename
""" Orderly Mob"" Lynch Negroes.",19062_0.txt
"Amite, July 30- An orderly mob",19062_0.txt
"took Daniel and Jerry Rout, negro",19062_0.txt
"brothers, from the Tangipahoa jail and",19062_0.txt
hung them to adjoining limbs on a,19062_0.txt
giant tree. The brothers were awaitrians,19062_0.txt
ing trial for shooting to death Simeon,19062_0.txt
"Bennet, who tried to collect a bill",19062_0.txt
them. from,19062_0.txt
When news of the slaying reached,19063_0.txt
Ladd the feeling ran high and a frenzied,19063_0.txt
mob demanded lynch. Altho the,19063_0.txt
spirited thru the town,19063_0.txt
prisoners were,19063_0.txt
they were under heavy guard and,19063_0.txt
unknown to citizens a.,19063_0.txt
The speaker scored lynching,19064_0.txt
"and suggested that"" probably",19064_0.txt
"one of the most effective things""",19064_0.txt
would be for hundreds a Ne,19064_0.txt
"groes, attired in black and marching",19064_0.txt
to the beat of muffled,19064_0.txt
"drums, to march silently past",19064_0.txt
the White House on the,19064_0.txt
of every lynching of a Negro occasion.,19064_0.txt
Muskogee Times- Democrat: Illinois,19065_0.txt
inhas pointed the finger of scorn for the,19065_0.txt
past sixty years at the south because,19065_0.txt
"of an occasional lynching of a negro,",19065_0.txt
but the south has never mobbed or,19065_0.txt
lynched a negro because he wanted,19065_0.txt
work or because the white people wanted,19065_0.txt
their jobs. The south has killed,19065_0.txt
"some negroes to protect its homes, but",19065_0.txt
the south has killed negroes for,19065_0.txt
dollars. never,19065_0.txt
THREE MORE LYNCHED.,19066_0.txt
A Telephone Message From Carrolton Declares,19066_0.txt
This Report Untrue.,19066_0.txt
( By the Associated Press.),19066_0.txt
"New Orleans, La., August 2.- Three",19066_0.txt
more negroes were lynched at Carroll,19066_0.txt
"ton, Miss., this morning.",19066_0.txt
THE REPORT DECLARED FALSE.,19066_0.txt
"Memphis, Tenn., August -A telephone",19066_0.txt
"message from Carrollton, Miss., at 8:50",19066_0.txt
"p. m., states that the reported lynching",19066_0.txt
of three negroes there this morning is,19066_0.txt
untrue. Three negroes were lynched there,19066_0.txt
yesterday but there has been,19066_0.txt
no disturbance afternoon of any kind since then.,19066_0.txt
Taken From Court Room and Lynched,19066_1.txt
( By the Associated Press.),19066_1.txt
"Smithville, Tenn., August 2.- Charles",19066_1.txt
"Davis, on trial today for criminal assault",19066_1.txt
", was taken from the court room",19066_1.txt
and lynched by a mob composed of,19066_1.txt
friends and relatives of the girl in the,19066_1.txt
case. Davis tried to jump from the,19066_1.txt
second story window but was captured.,19066_1.txt
"The sheriff, a deputy, a constable and",19066_1.txt
the defendant's father were wounded,19066_1.txt
a clash with the mob. in,19066_1.txt
"Two More Lynchings, Probably.",19067_0.txt
"Augusta, Ga., Jan. 15.- An unknown",19067_0.txt
