value,filename
A MURDERER LYNCHED.,14377_0.txt
Now the Blacks Have,14377_0.txt
Challenged the,14377_0.txt
"Whites to Riot,",14377_0.txt
"GREENWOOD, Miss., Oct. 23.- A white",14377_0.txt
man named J. H. Rook was shot and,14377_0.txt
"killed by a negro on the place of Rook,",14377_0.txt
"near Sammy Side, Leflore county, Tues-",14377_0.txt
"day. Rook, as far as is now known,",14377_0.txt
was reprimanding a negro woman at,14377_0.txt
her home when the negro interfered,14377_0.txt
"and shooting comenced, ending in",14377_0.txt
Rook being shot wn and killed.,14377_0.txt
Tuesday night a posse took the negro,14377_0.txt
and hanged him.,14377_0.txt
Yesterday a gentleman in Greenwood,14377_0.txt
received,14377_0.txt
a telegram from another,14377_0.txt
gentleman,14377_0.txt
near Sunny Side stating he had,14377_0.txt
received a letter from,14377_0.txt
negroes and they,14377_0.txt
had challenged the whites to riot. A,14377_0.txt
number of white men left for that,14377_0.txt
of the county. part,14377_0.txt
REMOVED FOR SAFE KEEPING,14378_0.txt
Negro Assaulters Taken to State,14378_0.txt
Prison to Prevent Lynching.,14378_0.txt
Sheriff Learned of an Organized Plan,14378_0.txt
to Lynch Negroes and,14378_0.txt
Spirited Them Away Hastily.,14378_0.txt
"Council Bluffs, Ia., Dec. 30.- Neely",14378_0.txt
"Zimmerman and George Burk, the ne-",14378_0.txt
groes who Monday night narrowly escaped,14378_0.txt
lynching at the hands of an infuriated,14378_0.txt
"mob, were Tuesday night",14378_0.txt
taken to the state penitentiary at Fort,14378_0.txt
"Madison, Ia., for safe keeping. During",14378_0.txt
the afternoon the men were taken before,14378_0.txt
Judge Wheeler and waived preliminary,14378_0.txt
examination. The judge then,14378_0.txt
"signed an order for their removal, and",14378_0.txt
"the men were hastily spirited away,",14378_0.txt
and Sheriff Cousins left with them on,14378_0.txt
the first train for Fort Madison.,14378_0.txt
During the day Sheriff Cousins,14378_0.txt
learned of an organized plan to lynch,14378_0.txt
"Zimmerman and Burk Tuesday night,",14378_0.txt
and again made a request for a company,14378_0.txt
of militia to guard the county,14378_0.txt
"jail, and arranged for a heavy force of",14378_0.txt
city police to assist in case their services,14378_0.txt
were required. The feeling against,14378_0.txt
"the prisoners increased, and during the",14378_0.txt
afternoon a small group of men gathered,14378_0.txt
in the vicinity of the jail to discuss,14378_0.txt
the matter. Sheriff Cousins then,14378_0.txt
decided that the safer course was to,14378_0.txt
"remove the men from the city, and",14378_0.txt
applied for an order of removal.,14378_0.txt
"Four assaults within a week, similar",14378_0.txt
to those made on Mrs. Sparks and her,14378_0.txt
"daughter, had wrought up the working",14378_0.txt
people of the city to a pitch of feverish,14378_0.txt
"excitement, and this feeling was",14378_0.txt
freely voiced on every street corner.,14378_0.txt
Monday night's experience and Tues-,14378_0.txt
day's developments were sufficient to,14378_0.txt
lead the authorities to the belief that,14378_0.txt
a bold attempt would be made Tuesday,14378_0.txt
by a well- organized mob to lynch the,14378_0.txt
"negroes, and they then decided to avoid",14378_0.txt
all trouble by removing the cause,14378_0.txt
a repetition of the disturbance. for,14378_0.txt
LYNCHING LEAVES,14379_0.txt
DULUTH PEACEFUL,14379_0.txt
My United Presal,14379_0.txt
"Duluth, Minn., June 16.- Duluth today",14379_0.txt
is quiet following the lynching,14379_0.txt
this morning of three negro roustabouts,14379_0.txt
who assaulted a young white,14379_0.txt
girl. The mob which did the lynching,14379_0.txt
"dispersed soon after midnight,",14379_0.txt
leaving its victims hanging near police,14379_0.txt
headquarters.,14379_0.txt
The negroes hanged were roustabouts,14379_0.txt
"with a circus, which is showing",14379_0.txt
"today at Virginia, Minn. Eight",14379_0.txt
other circus negroes were arrested at,14379_0.txt
Virginia in connection with the assault,14379_0.txt
", but four were released. It was",14379_0.txt
feared the Duluth mob would go to,14379_0.txt
"Virginia, and demand also that the",14379_0.txt
four be surrendered for immediate,14379_0.txt
hanging. Their assault of the young,14379_0.txt
white girl was on the circus,14379_0.txt
Monday night. grounds,14379_0.txt
"SAY DATURA, TEXAS,",14380_0.txt
MOB LYNCHED NEGRO,14380_0.txt
( By the Associated Press),14380_0.txt
"Groesbeck, Tex., Aug. 16.- According",14380_0.txt
"to reports received here today,",14380_0.txt
"Alex Winn, a negro, was hanged yesterday",14380_0.txt
"by a mob Datura, near",14380_0.txt
Groesbeck. at,14380_0.txt
MILITIA IS,14381_0.txt
IN CONTROL,14381_0.txt
NEGRO PRISONER CAIRO MOB,14381_0.txt
WANTED IS GIVEN A 14- YEAR,14381_0.txt
SENTENCE IN PEN.,14381_0.txt
Indictment and Sentence Took Less,14381_0.txt
Than an Hour of the Court's,14381_0.txt
Time When It Was Brought,14381_0.txt
Up for Trial.,14381_0.txt
"Cairo, Ill., Feb. 18.- With three",14381_0.txt
companies of militia guarding the,14381_0.txt
"court house and jail, under direct supervision",14381_0.txt
of Adjutant General Frank,14381_0.txt
"S. Dickson, of Springfield, Ill., this city",14381_0.txt
settled down tonight to complete quiet,14381_0.txt
"after a strenuous twenty- four hours,",14381_0.txt
and the authorities believe they have,14381_0.txt
the situation well in hand.,14381_0.txt
There are may scattered groups of,14381_0.txt
men about the streets and in the vicinity,14381_0.txt
of the jail but no crowd is al-,14381_0.txt
lowed to congregate.,14381_0.txt
Threats have been made against,14381_0.txt
Sheriff Fred D. Nellis for the killing,14381_0.txt
of,14381_0.txt
Alexander Halliday,14381_0.txt
early this,14381_0.txt
morning by his deputies and the,14381_0.txt
wounding of four others in battling,14381_0.txt
back the mob that attempted to lynch,14381_0.txt
"negro purse snatcher, but presence",14381_0.txt
a of the soldiers is having a satisfactiry,14381_0.txt
effect in preventing further demonstrations,14381_0.txt
.,14381_0.txt
A third company was asked by the,14381_0.txt
sheriff this afternoon and Company,14381_0.txt
"M, of Champaign, 111., was ordered out",14381_0.txt
and arrived here at 6:30 o'clock.,14381_0.txt
"John Pratt, the negro, the mob intended",14381_0.txt
to lynch and who was given,14381_0.txt
an indeterminate sentence of not more,14381_0.txt
than fourteen years in the Chester,14381_0.txt
penitentiary on each of two charges of,14381_0.txt
"robbery this afternoon, will be taken",14381_0.txt
secretly to the prison at 5 o'clock to,14381_0.txt
morrow with twelve other convicted,14381_0.txt
"prisoners, in a special train. His removal",14381_0.txt
", it is believed, will remove the",14381_0.txt
last apprehension of another assault,14381_0.txt
on the jail.,14381_0.txt
"Lincoln Wilson, arrested as a suspected",14381_0.txt
"companion of Pratt, was released",14381_0.txt
tonight. The grand jury fail,14381_0.txt
to return an indictment against,14381_0.txt
him.,14381_0.txt
Pratt's indictment and sentence took,14381_0.txt
less than a half hour this afternoon.,14381_0.txt
At 3 o'clock the indictment was returned,14381_0.txt
and ten minutes later he pleaded,14381_0.txt
guilty and was sentenced by Circuit,14381_0.txt
Judge William Butler.,14381_0.txt
A searching investigation of the attack,14381_0.txt
on the jail this morning when,14381_0.txt
Halliday was killed was ordered this,14381_0.txt
afternoon by Judge Butler in a charge,14381_0.txt
to the grand jury immediately after,14381_0.txt
the disposal of the cases of the two,14381_0.txt
negroes. No action was taken this afternoon,14381_0.txt
but the affair will be taken,14381_0.txt
up when the jury reconvenes tomor-,14381_0.txt
row.,14381_0.txt
Judge Butler's instructions ta the,14381_0.txt
grand jury were in substance a,14381_0.txt
mand that the dioters be brought de- to,14381_0.txt
"give up Pratt,"" he said tonight,"" when",14381_0.txt
some one fired a shot in the crowd.,14381_0.txt
""" My deputies, watching the parley",14381_0.txt
"from a second story window, thought",14381_0.txt
I fired a shot as a signal. They then,14381_0.txt
fired a volicy into the air.,14381_0.txt
""" The mob refused to retreat and my",14381_0.txt
deputies then fired into the crow.1.,14381_0.txt
You know the result. My conscience,14381_0.txt
is easy over the entire affair. They,14381_0.txt
were determined to get me unless I,14381_0.txt
go them. I did my duty by protecting,14381_0.txt
"my prisoners at any price.""",14381_0.txt
"Former Sheriff Frank Davis, who",14381_0.txt
was ousted from office by Governor,14381_0.txt
Deneen after the lynching of William,14381_0.txt
"James, a negro, and Henry Salzner,",14381_0.txt
"a white man, last November, is suing",14381_0.txt
"to oust Nellis from the office, claiming",14381_0.txt
the law under which he was oust.,14381_0.txt
ed is unconstitutional.,14381_0.txt
""" I may have paid a pretty good",14381_0.txt
price to hold a job I may lose in the,14381_0.txt
"courts,"" said Nellis tonight.",14381_0.txt
A dozen token windows in the,14381_0.txt
