value,filename
Lynchers to Be Tried in Missouri.,87882_2.txt
"OZARK, Mo., May 24.- Deputy Sheriff",87882_2.txt
Browne of Green county arrived here,87882_2.txt
"last night with Mat Day, George L.",87882_2.txt
"Taylor, George F. McConkey, Reube",87882_2.txt
"Isaacs, William Caude, Louis Cupp and",87882_2.txt
"James Stewart, the men suspected of",87882_2.txt
the lynching of Bright and the murder,87882_2.txt
of Williams in Taney county.,87882_2.txt
preliminary trials will began to- day The at,87882_2.txt
CLOSE AFTER HIS VICTIM.,87882_3.txt
An Arkansas Prisoner Lynched for Murdering,87882_3.txt
a Deputy Sheriff.,87882_3.txt
"MORRILLTON, Ark., May 24.- Charles",87882_3.txt
"Stewart, prisoner confined in the Perry",87882_3.txt
"county jail, was lynched this morning.",87882_3.txt
Last night Stewart seized an iron,87882_3.txt
poker and struck,87882_3.txt
Deputy Sheriff,87882_3.txt
"Holmes across the head, dashing out",87882_3.txt
his brains. When the news of the murder,87882_3.txt
spread through the streets this,87882_3.txt
morning an armed body of men was,87882_3.txt
quickly organized. They marched to,87882_3.txt
"the jail, and, taking Stewart from",87882_3.txt
"his cell, hanged him to the",87882_3.txt
tree. nearest,87882_3.txt
States,87883_0.txt
Heirs of the lynched Italians at New,87883_0.txt
Orleans have filed their suits for damages,87883_0.txt
the city.,87883_0.txt
against Three persons dropped from a five- story,87883_0.txt
"The negro lynched at Floren ce, Ala.,",87883_1.txt
"recently was Rube Harris, a",87883_1.txt
desperado. notorious,87883_1.txt
Andrews is Insane.,87883_2.txt
"DARLINGTON, Wis., March 17.- Alonzo",87883_2.txt
"Taylor, one of the defendants in the",87883_2.txt
"lynching case, had an epileptic fit last",87883_2.txt
night and was unable to appear in,87883_2.txt
court. The examination of witnesses,87883_2.txt
was continued yesterday. The testimony,87883_2.txt
was in regard to Taylor An,87883_2.txt
"drews, who has already been shown to",87883_2.txt
be insane to the satisfaction of the defense,87883_2.txt
. Each defendant will have five,87883_2.txt
or six to testify to his in,87883_2.txt
sanity. witnesses,87883_2.txt
rested at,87883_3.txt
"Sarah Shaw, mother of Dick Cullen,",87883_3.txt
"recently lynched at Marshfield, Mo., gave",87883_3.txt
"bond of$ 2,000 as an accessory",87883_3.txt
The longshoremen's strike. at New Or,87883_3.txt
NEGRO MOB LYNCHES NEGROES.,87884_0.txt
Man and Woman Taken from Officer,87884_0.txt
in Lonoke County.,87884_0.txt
Keo. A mob composed entirely of,87884_0.txt
negroes overpowered Constable Mal,87884_0.txt
lory on the Bert Simm's farm four,87884_0.txt
miles north of this place and took,87884_0.txt
"form him two prisoners, Frank Pride,",87884_0.txt
"50 years old, and Laura Mitchell, 40",87884_0.txt
"years old, both negroes, and shot",87884_0.txt
them to death.,87884_0.txt
The victime were charged with a,87884_0.txt
double murder and had just been,87884_0.txt
bound over to await the action of,87884_0.txt
"the grand jury, following the discovery",87884_0.txt
of the body of Wiley Mitch-,87884_0.txt
"ell, husband of the woman, buried in",87884_0.txt
Pride's garden. Mitchell's brains had,87884_0.txt
been knocked out with a club and,87884_0.txt
his body had been buried since last,87884_0.txt
December. Pride's wife is also missing,87884_0.txt
and is believed to have been,87884_0.txt
and buried on the same,87884_0.txt
murdered farm.,87884_0.txt
Mallory had stopped with his prisoners,87884_0.txt
and was preparing to house,87884_0.txt
them in a cabin to keep out of the,87884_0.txt
storm when the mob appeared. The,87884_0.txt
officer was covered by a score of guns,87884_0.txt
and the two prisoners were torn,87884_0.txt
apart and carried about a hundred,87884_0.txt
yards away and shot almost before,87884_0.txt
they had time to make an outcry.,87884_0.txt
Their bodies were then strung up,87884_0.txt
side by side and left until the next,87884_0.txt
"morning, none of the negroes on",87884_0.txt
the place daring to touch them.,87884_0.txt
The double murder and lynching,87884_0.txt
has stirred Lonoke county from border,87884_0.txt
"to border, and the efforts of",87884_0.txt
Sheriff Fletcher to determine who,87884_0.txt
composed the have been unavailing,87884_0.txt
. mob,87884_0.txt
being,87885_0.txt
The grand jury investigating the,87885_0.txt
"lynching of Carl Etherington, the",87885_0.txt
""" dry"" detective, in Newark, Ohio, returned",87885_0.txt
indictments. Fifteen indiet-,87885_0.txt
ments charge 39 first degree murder.,87885_0.txt
Attempted Lynching.,87886_0.txt
"The wife of R. G. Orr, who is in jail",87886_0.txt
"at Pine Bluff charged with murder,",87886_0.txt
was assaulted by an escaped convict at,87886_0.txt
"her home at Altheimer, Jefferson county",87886_0.txt
. A mob attempted to lynch the,87886_0.txt
"man, but the officers spirited him back",87886_0.txt
"to the convict farm, from where he had",87886_0.txt
escaped,87886_0.txt
. Jumped Into a Well.,87886_0.txt
in the jail- yard.,87887_0.txt
EARLY on the morning of the 16th,87887_0.txt
"Lou Trensk, who murdered Henry Faed",87887_0.txt
"ler on the 6th, was hanged at Browns",87887_0.txt
"town, Ind., by a mob from Seymour,",87887_0.txt
the lynching party being composed of,87887_0.txt
same men who hanged Turley at,87887_0.txt
the Bedford on the 15th.,87887_0.txt
Taken From the Court- Room and Lynched.,87888_0.txt
"MEMPHIS, Tenn., Oct.",87888_0.txt
7.- Henry,87888_0.txt
"Crower, a negro, was taken from the",87888_0.txt
"court- room at Hernando, Miss., at 9:20",87888_0.txt
"a. m., by a mob of 75 men and lynched.",87888_0.txt
Crower accomplished the rain of,87888_0.txt
year- old Dovie Ferguson. 15,87888_0.txt
Negro Lynched by Negroes.,87889_0.txt
A mob of 500 negroes lynched Si,87889_0.txt
"mon Brooks, a negro, at Sardis, Miss.",87889_0.txt
He was with criminal assault,87889_0.txt
on a colored charged woman.,87889_0.txt
affidavits.,87890_0.txt
prepare,87890_0.txt
Succumbed to the Shock.,87890_0.txt
"Shelbyville, Ind., Oct. 10.- Mrs. Ben",87890_0.txt
"0. Perkins, wife of the jailer at this",87890_0.txt
"place, died, Tuesday, as the result of",87890_0.txt
shock and fright suffered when,87890_0.txt
3,87890_0.txt
mob attacked the jail and,87890_0.txt
two negroes. lynched,87890_0.txt
LYNCHING OF THE DIFATIS.,87891_0.txt
The Atrocity Likely to Involve the,87891_0.txt
Country in Serious Trouble,87891_0.txt
With Italy.,87891_0.txt
"Washington, Aug. 9.- The state department",87891_0.txt
has received from the Ital-,87891_0.txt
ian authorities a copy of the complete,87891_0.txt
"report made by Marquis Romano, secretary",87891_0.txt
"of the Italian embassy here, on",87891_0.txt
his personal investigation of the recent,87891_0.txt
lynching of five Italians at,87891_0.txt
"lah, La. Talu-",87891_0.txt
In a Serious Light.,87891_1.txt
The report presents the affair in a,87891_1.txt
serious light. As a whole the Italian,87891_1.txt
authorities view the matter,87891_1.txt
of the,87891_1.txt
lynching as one of unusual atrocity,87891_1.txt
and without the mitigating circumstances,87891_1.txt
which had been urged in previous,87891_1.txt
affairs of this kind.,87891_1.txt
Dr. Hodges Was the Aggressor.,87891_1.txt
"In describing the first affray, which",87891_1.txt
"led up to the lynching, Marquis Ro-",87891_1.txt
mano's report states that Dr. Hodges,87891_1.txt
"was the first to draw his weapon, and",87891_1.txt
that not until he had fired one shot,87891_1.txt
and was about to fire the second one,87891_1.txt
"at Charles Difata, who was at the time",87891_1.txt
"Prostrate on the ground, did the brother",87891_1.txt
", Joe Difata, fire his shotgun from",87891_1.txt
"the store near by. This last shot, it is",87891_1.txt
"pointed out, was in defense of the",87891_1.txt
"fallen brother, and was not a",87891_1.txt
attack upon Dr. Hodges. wanton,87891_1.txt
The Beginning of the Affray.,87891_2.txt
The circumstances leading up to the,87891_2.txt
affray are described in detail. According,87891_2.txt
to this account Charles Difata was,87891_2.txt
alone when Dr. Hodges passed. There,87891_2.txt
is no effort made in the report to obscure,87891_2.txt
the fact that Charles Difata,87891_2.txt
made the first offensive overture. But,87891_2.txt
it is contended that this was not accompanied,87891_2.txt
by the use of firearms or,87891_2.txt
even a movement to draw them. It is,87891_2.txt
"said, however, that Charles Difata upbraided",87891_2.txt
Dr. Hodges in an offensive way,87891_2.txt
for having killed an animal and accompanied,87891_2.txt
this by a blow of the fist.,87891_2.txt
"Then, it is stated, Dr. Hodges shot at",87891_2.txt
Difata. Whether or not the shot took,87891_2.txt
effect it was not possible for the Ital-,87891_2.txt
"ian authorities to learn, as the bodies",87891_2.txt
"of the men, after being lynched, were",87891_2.txt
disfigured and disposed of. But at all,87891_2.txt
events it is stated that Charles Difata,87891_2.txt
was on the ground following the shot,87891_2.txt
from Dr. Hodge's weapon. At this,87891_2.txt
point Joe Difata made his appearance,87891_2.txt
and seeing his brother down and a,87891_2.txt
"second shot about to be fired, shot",87891_2.txt
Dr. Hodges. at,87891_2.txt
The First Lynchings.,87891_3.txt
Then followed the lynching of these,87891_3.txt
"two Italians, Joe Difata and Charles",87891_3.txt
Difata. The mob took them before,87891_3.txt
they had been arrested.,87891_3.txt
"Up to this point, according to the",87891_3.txt
"Italian report, these two Italians",87891_3.txt
had figured in the only affair.,87891_3.txt
jail.,87891_4.txt
Three More Lynchings.,87891_4.txt
The report then brings out the fact,87891_4.txt
"that the mob, having already lynched",87891_4.txt
"Charles and Joe Difata, turned their",87891_4.txt
attention to the three Italians under,87891_4.txt
"arrest. Two of these men, Joseph Fe-",87891_4.txt
"ducio and Frank Difata, were first",87891_4.txt
taken from the officers and lynched.,87891_4.txt
