value,filename
6IX NEGROES ARE LYNCHED.,89239_0.txt
Bogus Telegram Used By Lake City,89239_0.txt
Mob in Order to Get Men.,89239_0.txt
"Lake City, Fla., May 22- Six negroes",89239_0.txt
held on a murder charge were taken,89239_0.txt
from the jail here by means of a bogus,89239_0.txt
telegram and lynched outside city,89239_0.txt
limits early Sunday. the,89239_0.txt
Within a block of the jail the pris-,89239_0.txt
oners and guard were joined by other,89239_0.txt
"members of the mob, which quietly",89239_0.txt
the victims just outside the city,89239_0.txt
took limits and there lynched them.,89239_0.txt
The shrieks of the negroes when they,89239_0.txt
discovered they were trapped aroused,89239_0.txt
"other negroes in the city, but when",89239_0.txt
the latter arrived on the scene of the,89239_0.txt
lynching the mob had completed,89239_0.txt
work. its,89239_0.txt
NEGRO MURDERER LYNCHED.,89239_1.txt
Joe Moore Taken From Georgia Jail,89239_1.txt
and Hanged By Mob.,89239_1.txt
"Crawfordsville, Ga., May 22. Joe",89239_1.txt
"Moore, a negro, who yesterday confessed",89239_1.txt
to having murdered Henry,89239_1.txt
"Googeser, a wealthy farmer, Saturday",89239_1.txt
"night, was taken from the jail here",89239_1.txt
early today hanged to a tree by a,89239_1.txt
mob. and,89239_1.txt
Lynch Negro Preacher.,89239_2.txt
"Swainsboro, Ga., May 22.- Ben Smith.",89239_2.txt
"and old negro preacher, was lynched",89239_2.txt
late Saturday night after he had shot,89239_2.txt
his wife and fatally wounded Deputy,89239_2.txt
"Marshal Neal Canady, who was called",89239_2.txt
to the scene. A crowd pursued the,89239_2.txt
"negro, caught him a swamp, hanged",89239_2.txt
him and filled his body in with bullets.,89239_2.txt
This is the so second lynching in,89239_2.txt
Swainsboro within ten days. Excitement,89239_2.txt
is running high in this( Emman-,89239_2.txt
uel) county and many negroes,89239_2.txt
planning to leave the country. are,89239_2.txt
Mob to Escape Lynching.,89240_0.txt
Galla- Detective detectives service.,89241_0.txt
THUG ALL BUT LYNCHED squad of exposition police and secret,89241_0.txt
Ropes Ready for Lynching.,89241_1.txt
A detail of exposition guards was,89241_1.txt
sent for a company of soldiers,89241_1.txt
. A,89241_1.txt
ropes to the flagpole standing near,89241_1.txt
by on the esplanade.,89241_1.txt
"Lynch him,"" cried a hundred voices",89241_1.txt
", and a start was made for one of",89241_1.txt
the entrances of the temple. Soldiers,89241_1.txt
and police beat back the crowd.,89241_1.txt
and people were wrangling,89241_1.txt
Guards,89241_1.txt
"shouting and fighting.,",89241_1.txt
the navel. With the sec-,89241_3.txt
""" Murderer!"""" Assassin!"""" Lynch, hang",89241_3.txt
"the President""",89241_3.txt
MURDERER IS LYNCHED.,89242_0.txt
T. M. Myers Taken From Idaho Officers,89242_0.txt
and Executed.,89242_0.txt
"Grangeville, Idaho, June 3. T. M.",89242_0.txt
"Myers, who killed George Brownlee",89242_0.txt
and wounded Wallace Bennet near,89242_0.txt
"Crook's corral three weeks ago, was",89242_0.txt
taken from the party of officers on the,89242_0.txt
way to the jail when near White,89242_0.txt
and lynched. Bird,89242_0.txt
MAY YET LIVE,89246_0.txt
"LYNCHED, BUT",89246_0.txt
"Lebanon Junction, Ky., June 15.- A",89246_0.txt
mob this morning lynched a colored,89246_0.txt
"woman named Thomson, who had cut",89246_0.txt
the throat of a white man named John,89246_0.txt
Irwin. After she had been cut down,89246_0.txt
"by people residing in the vicinity, she",89246_0.txt
"showed signs of life, and it is",89246_0.txt
she may recover. thought,89246_0.txt
""" The spirit of anarchy is abroad in",89247_0.txt
"the land, and if permitted to spread unhampered",89247_0.txt
"for ten years to come, as it",89247_0.txt
"has the past ten years, I shudder when",89247_0.txt
contemplating the consequences. That,89247_0.txt
same demonlike spirit which possessed,89247_0.txt
"the brain, the heart, the soul of the assassins",89247_0.txt
"of Lincoln, Garfield and Mc-",89247_0.txt
"nley, erm tes the soul of each",89247_0.txt
participant in every mob or lynching-,89247_0.txt
"jollification that is celebrated, whether",89247_0.txt
the victim chances to be' a' big burly,89247_0.txt
"negro' in Georgia, Illinois, Indiana,",89247_0.txt
"Mississippi, Ohio or New York, or a",89247_0.txt
"Swede, German, Italian or other race",89247_0.txt
"descendant, and the seat of the tragedy",89247_0.txt
in some other state. Anarchy is,89247_0.txt
"anarchy, and it is vitally poison to",89247_0.txt
"good government, and if not checked",89247_0.txt
"rooted out, will assert itself when",89247_0.txt
or and where it is the least expected.,89247_0.txt
That mob that lynched the pro-,89248_0.txt
German at Collinsville did no more,89248_0.txt
than the German mobs operating,89248_0.txt
submarines are doing every day. The,89248_0.txt
mob at Collinsville was as much,89248_0.txt
justified in its work as the pirate,89248_0.txt
crews of the submarines are in theirs.,89248_0.txt
justify the,89248_0.txt
"However, that does not",89248_0.txt
"mob. It is a dirty mob, indeed, that",89248_0.txt
will sink to the level of the German,89248_0.txt
government or the level of the fellows,89248_0.txt
in this country sympathize,89248_0.txt
with Germany in this who war.,89248_0.txt
LYNCH SUFFRAGETTE,89249_0.txt
MOB ATTEMPTS TO,89249_0.txt
ing through the streets of Perth yesterday,89249_0.txt
.,89249_0.txt
"The woman, who was identified as",89249_0.txt
"Rhoda Fleming from Glasgow, seized",89249_0.txt
the handle of the door of the royal,89249_0.txt
automobile before the astonished,89249_0.txt
police could act. Two policemen,89249_0.txt
then seized her and it required a,89249_0.txt
score of mounted soldiers to hold at,89249_0.txt
bay the angry mob bent on lynching,89249_0.txt
her. Miss Fleming turned out,89249_0.txt
to be armed only with a petition,89249_0.txt
against the forcible feeding of imprisoned,89249_0.txt
suffragettes. A large force,89249_0.txt
of troops was requisitioned to protect,89249_0.txt
her from the populace she,89249_0.txt
was conveyed to the police station as.,89249_0.txt
Negro Murderer Lynched in Missouri,89250_0.txt
Friday Night.,89250_0.txt
"Camden, Mo., March 2.- Dewey",89250_0.txt
"Smith, a negro miner, who yesterday",89250_0.txt
"shot and killed Chester Stanley, a",89250_0.txt
"white miner, near Richmond, Mo., was",89250_0.txt
captured late last night and taken,89250_0.txt
back to the scene of the crime. The,89250_0.txt
body is now hanging to a tree close,89250_0.txt
the railroad tracks. to,89250_0.txt
COLORED MAN LYNCHED.,89251_0.txt
"Shawnee, Okla., Aug. 6. -Ed. Berry,",89251_0.txt
"a negro, charged with numerous crimes",89251_0.txt
was taken from officers today by a,89251_0.txt
mob and lynched on the scene of one,89251_0.txt
murders. of,89251_0.txt
killing two women and is said to have,89251_0.txt
confessed to a score of attacks on wo,89251_0.txt
men.-,89251_0.txt
Chicago Record- Herald. A speech,89252_0.txt
by Senator Tillman is an infliction at,89252_0.txt
best and such addresses as he is now,89252_0.txt
delivering are calamitous. Just when,89252_0.txt
the country is going through a period,89252_0.txt
of extraordinary excitement over the,89252_0.txt
lynching of negroes this mountebank,89252_0.txt
appears in his favorite role of tearing,89252_0.txt
a passion to tatters and behind his,89252_0.txt
simulated fury calculates cooly upon,89252_0.txt
the impetus which he is giving to,89252_0.txt
archy. an-,89252_0.txt
The friends of the men who were,89252_1.txt
wounded are declaring loudly and,89252_1.txt
boastingly that they will kill Sheriff,89252_1.txt
Whitlock as soon as the troops are,89252_1.txt
"withdrawn, but it is not likely that they",89252_1.txt
will harm a hair on his head. The ruf-,89252_1.txt
flans who make up lynching mobs are,89252_1.txt
usually cowards. If they are opposed,89252_1.txt
are,89252_1.txt
by pusillanimous officials who,89252_1.txt
thinking about votes rather than about,89252_1.txt
"doing their duty, they appear very,",89252_1.txt
very brave. But when they find themselves,89252_1.txt
face to face with a man who,89252_1.txt
"isn't afraid to shoot hurt, they turn",89252_1.txt
and run like a pack of to yellow dogs.,89252_1.txt
COLORED MAN LYNCHED.,89254_0.txt
"Nashville, Tenn., Sept. 4.- A negro",89254_0.txt
named Wilson was lynched last night,89254_0.txt
near Dresden for a crime against a,89254_0.txt
"white woman, after the circuit judge",89254_0.txt
the sheriff had once taken him,89254_0.txt
from and the mob.,89254_0.txt
It seems utterly impossible to avoid,89255_0.txt
